,word,allMoviesCount,%used,actionCount,scifiCount,horrorCount,comedyCount,dramaCount,fantasyCount,thrillerCount,actionRelativeUsage,scifiRelativeUsage,horrorRelativeUsage,comedyRelativeUsage,dramaRelativeUsage,fantasyRelativeUsage,thrillerRelativeUsage
271,manhattan new york city,198,0.09137055837563451,61.0,36.0,11.0,71.0,80.0,32.0,69.0,0.9278528428093644,0.9050061050061049,0.41762177650429794,1.1173287197231834,1.2994285714285716,0.8829975256274301,1.0783917525773197
272,nonlinear timeline,196,0.0904476234425473,69.0,45.0,20.0,34.0,98.0,21.0,101.0,0.9837366771159874,1.0685932143658092,0.7201086956521738,0.4368135593220339,1.536910344827586,0.5178888757256249,1.6005156794425086
273,telephone,196,0.0904476234425473,37.0,24.0,32.0,50.0,94.0,17.0,78.0,0.5704271186440678,0.6346796061081775,1.413333333333333,0.8063829787234043,1.7962689075630252,0.4884518058431102,1.3966299212598425
274,scene during end credits,194,0.08952468850946008,74.0,50.0,14.0,119.0,25.0,39.0,36.0,1.1892296819787986,1.3265561799763754,0.5408163265306122,2.2740000000000005,0.3424698795180723,1.1099945310363686,0.5100560747663552
275,on the run,193,0.08906322104291647,143.0,73.0,18.0,36.0,34.0,23.0,108.0,2.22727397260274,1.642511080080141,0.5719424460431655,0.4103458646616541,0.3856159600997507,0.5052588996763754,1.502091743119266
276,number in title,192,0.08860175357637287,85.0,49.0,28.0,65.0,43.0,29.0,65.0,1.3855913978494623,1.267008547008547,1.1041666666666665,0.988695652173913,0.6092336448598131,0.7834955656500109,0.988695652173913
277,military,191,0.08814028610982926,126.0,95.0,16.0,26.0,61.0,23.0,86.0,1.8666058631921825,2.2892905910657393,0.5083932853717026,0.29053562653562653,0.745774193548387,0.5077235772357723,1.1271700288184439
278,hallucination,191,0.08814028610982926,61.0,42.0,55.0,34.0,59.0,38.0,81.0,0.8978252427184465,1.0429643527204504,2.3134920634920637,0.46021428571428574,0.8628038585209002,1.035926313951458,1.2746989619377163
279,lie,191,0.08814028610982926,29.0,18.0,9.0,72.0,102.0,26.0,62.0,0.45637370242214537,0.4887032967032967,0.3859223300970874,1.331121951219512,2.147666666666667,0.8058864403414732,1.10146875
280,robbery,190,0.08767881864328565,87.0,30.0,5.0,51.0,74.0,23.0,96.0,1.4181935483870969,0.7272370486656201,0.1835180055401662,0.7363428571428572,1.1525753424657534,0.6068999028182701,1.6170666666666667
281,2010s,190,0.08767881864328565,118.0,76.0,19.0,57.0,42.0,40.0,81.0,1.7036952380952382,1.7339612768184194,0.6080917874396136,0.6894574468085106,0.4885319693094629,0.9211933473466829,1.0465568181818183
282,racial slur,189,0.08721735117674204,70.0,19.0,19.0,57.0,86.0,10.0,78.0,1.1834944237918215,0.4836126373626373,0.7867187499999999,0.9192765957446808,1.5459604743083004,0.27509801330337874,1.3591724137931034
283,small town,189,0.08721735117674204,52.0,36.0,51.0,58.0,59.0,33.0,61.0,0.7936107382550335,0.9338279554840063,2.2600334448160537,0.9033698630136987,0.9221030927835051,0.9421890001371552,0.9599584775086505
284,head butt,189,0.08721735117674204,139.0,53.0,15.0,47.0,26.0,31.0,90.0,2.4128702290076336,1.2404825059997473,0.5148963730569948,0.6038305084745762,0.315328,0.7583039561300431,1.3161414790996784
285,nurse,189,0.08721735117674204,61.0,40.0,28.0,42.0,92.0,22.0,78.0,0.9186357615894039,1.0086755349913246,1.1074626865671642,0.5950654205607477,1.5439704797047968,0.5839177185600748,1.2447157894736842
286,binoculars,188,0.08675588371019843,113.0,50.0,20.0,37.0,56.0,19.0,96.0,1.8486474820143886,1.1942895813863554,0.7142857142857143,0.4753559322033898,0.7602626865671642,0.46226819386005924,1.4800271186440679
287,pay phone,188,0.08675588371019843,65.0,35.0,13.0,54.0,68.0,14.0,91.0,1.0749818181818183,0.9346784363177807,0.5267584097859327,0.8587132867132866,1.137,0.3886814261580866,1.662120481927711
288,premarital sex,187,0.08629441624365482,64.0,35.0,22.0,62.0,71.0,13.0,68.0,1.0740664206642065,0.9502564102564104,0.9313099041533546,1.0328791208791208,1.2231363636363637,0.36540192636600954,1.1582921348314608
289,policeman,187,0.08629441624365482,53.0,31.0,23.0,49.0,82.0,18.0,98.0,0.8008106312292359,0.7817235396182763,0.9206948640483383,0.7306622950819671,1.3710882352941176,0.484860248447205,1.7410312499999998
290,drink,186,0.08583294877711121,29.0,24.0,12.0,68.0,111.0,19.0,61.0,0.4470915254237289,0.6516043956043956,0.5096153846153846,1.2080625,2.3700845070422534,0.5638156331670231,1.0548593155893535
291,gay slur,186,0.08583294877711121,33.0,14.0,17.0,96.0,74.0,12.0,58.0,0.5538154981549814,0.39320954907161804,0.7848432055749128,2.099076923076923,1.4632695652173913,0.37194758784991067,1.0722926829268293
292,prisoner,185,0.0853714813105676,118.0,55.0,5.0,35.0,59.0,32.0,76.0,2.0483358778625953,1.3783939137785293,0.17666666666666664,0.4613913043478261,0.8359252336448598,0.8322505413959687,1.137
293,looking at oneself in a mirror,185,0.0853714813105676,53.0,42.0,44.0,40.0,79.0,24.0,72.0,0.8008106312292359,1.0964497041420118,1.8806451612903223,0.5793630573248408,1.3065163636363637,0.6582345191040844,1.1611914893617021
294,newspaper headline,185,0.0853714813105676,66.0,45.0,19.0,57.0,61.0,23.0,80.0,1.0532210526315788,1.1978021978021978,0.7582831325301204,0.8817551020408164,0.9566482758620689,0.6346544715447153,1.3425830258302582
295,army,183,0.0844485463774804,136.0,77.0,19.0,20.0,51.0,64.0,51.0,2.19336170212766,1.8392059553349878,0.6309523809523809,0.2285427135678392,0.6320108991825614,1.6362892000327518,0.6320108991825614
296,burned alive,183,0.0844485463774804,105.0,60.0,61.0,25.0,36.0,42.0,77.0,1.5865116279069769,1.4124372737089501,2.342753623188406,0.2984251968503937,0.44250810810810814,1.044314381270903,1.0644255319148936
297,american flag,182,0.08398707891093678,84.0,52.0,15.0,40.0,73.0,11.0,84.0,1.3892072727272726,1.3796184271754304,0.5777616279069767,0.570282131661442,1.1608531468531469,0.28608612360486424,1.3892072727272726
298,severed arm,182,0.08398707891093678,112.0,76.0,55.0,29.0,34.0,40.0,70.0,1.675578947368421,1.8206593406593405,2.0186980609418286,0.3408062015503876,0.4047958115183246,0.9628430465618254,0.9201156069364163
299,strong female character,181,0.08352561144439317,106.0,69.0,14.0,42.0,50.0,53.0,73.0,1.6016212624584718,1.6627479029845893,0.4720101781170483,0.5233315068493151,0.6369747899159663,1.3550519937771228,0.9940239520958083
300,courage,181,0.08352561144439317,116.0,65.0,11.0,35.0,61.0,58.0,56.0,1.8446433566433569,1.5710046629927934,0.37276214833759586,0.433732970027248,0.8135718475073314,1.5259942703067073,0.7360924855491331
301,bare butt,181,0.08352561144439317,50.0,32.0,17.0,79.0,71.0,19.0,59.0,0.8209386281588448,0.8835313838703669,0.7266129032258064,1.448758064516129,1.261359375,0.5583239224543572,1.0012388059701491
302,female rear nudity,181,0.08352561144439317,45.0,20.0,37.0,47.0,75.0,21.0,76.0,0.7415217391304347,0.5411996641232523,1.7262323943661972,0.7801313868613138,1.3865853658536584,0.6335507246376813,1.410808163265306
303,letter,180,0.08306414397784956,49.0,24.0,15.0,45.0,94.0,31.0,61.0,0.8253777777777777,0.6626485379027752,0.653782894736842,0.746934306569343,1.9000533333333331,0.9742099436392915,1.0753023255813954
304,silencer,180,0.08306414397784956,137.0,23.0,2.0,33.0,46.0,6.0,148.0,2.4150232558139537,0.5035921068179133,0.06743002544529261,0.4145966850828729,0.5994498567335244,0.13959986587683024,2.7251174089068826
305,limousine,180,0.08306414397784956,80.0,26.0,8.0,66.0,62.0,12.0,80.0,1.4324409448818898,0.687569573283859,0.3251533742331288,1.1200298507462685,1.0366764705882352,0.33729408587631654,1.4324409448818898
306,near death experience,179,0.08260267651130596,111.0,72.0,42.0,26.0,46.0,47.0,81.0,1.607732484076433,1.6613143230706968,1.4530026109660574,0.2963609022556391,0.552,1.1253546507169696,1.0708953488372093
307,neck breaking,179,0.08260267651130596,137.0,58.0,33.0,19.0,27.0,24.0,109.0,2.307688888888889,1.3536194464561224,1.1691176470588234,0.22271134020618555,0.3231473684210526,0.567147235781587,1.663530201342282
308,obscene finger gesture,179,0.08260267651130596,70.0,39.0,28.0,72.0,56.0,14.0,73.0,1.128936170212766,1.0148790506617984,1.1450617283950617,1.1694857142857142,0.8604324324324324,0.3748820855844267,1.1899784946236558
309,cigar smoking,179,0.08260267651130596,78.0,31.0,12.0,49.0,60.0,20.0,79.0,1.4133227091633465,0.84730437347887,0.5015772870662459,0.7958999999999999,1.0144237918215613,0.5858074199146381,1.437168
310,heavy rain,178,0.08214120904476234,98.0,48.0,27.0,29.0,45.0,48.0,74.0,1.6446642066420663,1.2179521413166274,1.0460526315789473,0.38791764705882353,0.6316666666666667,1.3533793850738183,1.1408542372881356
311,male objectification,178,0.08214120904476234,67.0,43.0,18.0,81.0,64.0,27.0,48.0,1.0843985765124555,1.1483192217618448,0.7227272727272727,1.3797303370786518,1.0249014084507042,0.7612759041040228,0.72768
312,lens flare,177,0.08167974157821874,119.0,72.0,28.0,25.0,42.0,18.0,97.0,1.9191914893617024,1.7825044256655198,0.9946380697050938,0.3023936170212766,0.5320779944289693,0.42536042683619024,1.4511710526315789
313,mercenary,176,0.08121827411167512,158.0,93.0,18.0,20.0,23.0,25.0,100.0,2.5755698924731183,2.202006133401482,0.5692124105011933,0.2181294964028777,0.25266666666666665,0.5491944561699732,1.3495548961424333
314,tears,176,0.08121827411167512,22.0,25.0,11.0,54.0,114.0,25.0,55.0,0.35230985915492957,0.7246490164639631,0.4940677966101694,0.9745714285714285,2.7003749999999997,0.8052246118933416,0.9965737051792829
315,transformation,176,0.08121827411167512,87.0,81.0,34.0,50.0,23.0,89.0,33.0,1.2763741935483872,2.087814716928641,1.2410468319559227,0.6553314121037465,0.2796898395721925,2.6153067946546207,0.41231868131868127
316,assassination attempt,175,0.08075680664513152,141.0,42.0,5.0,33.0,35.0,23.0,108.0,2.606780487804878,0.9915719063545151,0.17342931937172776,0.4239661016949152,0.45221590909090914,0.5718864468864469,1.760516129032258
317,shooting,175,0.08075680664513152,59.0,29.0,22.0,33.0,88.0,11.0,91.0,0.9793138686131386,0.7769953730480046,0.9372990353697748,0.50028,1.6335673469387755,0.3091862453866235,1.7101983471074378
318,police detective,175,0.08075680664513152,76.0,25.0,20.0,34.0,60.0,9.0,122.0,1.2801777777777776,0.63435007360241,0.8128834355828221,0.4956153846153847,0.9541258741258741,0.24171074700038706,2.477035714285714
319,crushed to death,175,0.08075680664513152,125.0,77.0,38.0,28.0,26.0,36.0,68.0,2.082417582417582,1.953798226695423,1.398611111111111,0.344172972972973,0.31787096774193546,0.9000720634158059,0.9371636363636364
320,written by director,174,0.08029533917858792,68.0,48.0,44.0,43.0,57.0,20.0,75.0,1.0775749128919863,1.2734939327773205,1.8745980707395495,0.6268076923076923,0.8699194630872482,0.5403417694138005,1.2182142857142857
321,detective,174,0.08029533917858792,66.0,18.0,25.0,37.0,55.0,15.0,116.0,1.1284511278195488,0.46691397774200316,1.0789902280130292,0.5704271186440678,0.9030324909747293,0.4282677273350706,2.4424444444444444
322,manipulation,174,0.08029533917858792,81.0,40.0,21.0,34.0,61.0,33.0,89.0,1.325136690647482,1.021323504082125,0.8232248520710058,0.47579076923076924,0.93096644295302,0.9161776473726326,1.4991555555555556
323,security camera,174,0.08029533917858792,120.0,61.0,24.0,35.0,30.0,13.0,112.0,1.9845818181818182,1.4875699151148254,0.8571428571428571,0.44216666666666665,0.3738082191780822,0.30800895363836406,1.7999151943462899
324,fictional war,174,0.08029533917858792,138.0,112.0,12.0,19.0,22.0,76.0,42.0,2.217752650176678,2.9522529250684593,0.38875305623471884,0.214955223880597,0.2507669172932331,1.99378281873556,0.504
325,american abroad,173,0.0798338717120443,106.0,41.0,15.0,36.0,62.0,12.0,84.0,1.928352,1.0601500087214373,0.5828445747800586,0.51165,0.9591020408163266,0.31572295247724974,1.4045294117647058
326,high school,173,0.0798338717120443,39.0,31.0,24.0,87.0,56.0,23.0,38.0,0.6848339768339768,0.9456805366917724,1.1605839416058392,1.8752417061611375,1.0524297520661157,0.756969696969697,0.6647076923076923
327,training,172,0.0793724042455007,111.0,57.0,10.0,39.0,52.0,37.0,43.0,2.1211260504201683,1.5899593557127805,0.39085545722713866,0.5721677419354838,0.7962828282828281,1.0733231140839836,0.6390980392156863
328,machismo,172,0.0793724042455007,125.0,31.0,9.0,37.0,43.0,10.0,97.0,2.504405286343612,0.7865940912669884,0.347667638483965,0.5342095238095238,0.6328932038834951,0.26464107127722686,1.7300235294117647
329,thief,171,0.07891093677895708,71.0,24.0,5.0,50.0,65.0,39.0,70.0,1.2763162055335968,0.6516043956043956,0.20768025078369906,0.82992700729927,1.1413899613899614,1.2385202135774218,1.2533858267716536
330,dead body,171,0.07891093677895708,38.0,22.0,36.0,31.0,90.0,22.0,79.0,0.6172285714285715,0.6053757053757054,1.6914893617021276,0.4912473867595819,1.795263157894737,0.6726889933411673,1.503313807531381
331,little girl,170,0.07844946931241348,43.0,42.0,32.0,52.0,59.0,45.0,55.0,0.6861894736842106,1.196126949973104,1.4324324324324325,0.8568695652173912,0.9975167286245352,1.4391611614687354,0.9162637362637363
332,teacher,170,0.07844946931241348,33.0,32.0,19.0,64.0,76.0,28.0,48.0,0.5621123595505618,0.9725438740364113,0.8959074733096085,1.2333559322033898,1.5430714285714284,0.9316922421142368,0.8662857142857143
333,battlefield,170,0.07844946931241348,138.0,71.0,11.0,15.0,39.0,60.0,44.0,2.6150999999999995,1.8837097755664531,0.3971389645776567,0.18793388429752067,0.5232212389380531,1.7076838939021057,0.5991377245508982
334,stylized violence,170,0.07844946931241348,155.0,71.0,13.0,33.0,21.0,51.0,68.0,2.74295719844358,1.6958912055686248,0.43170426065162903,0.396,0.24426598465473146,1.278634228592075,0.8990232558139536
335,prostitute,169,0.07798800184586986,65.0,24.0,11.0,50.0,67.0,11.0,74.0,1.247341772151899,0.7031702110838801,0.5008591065292096,0.9023809523809524,1.2966638297872342,0.342123611733652,1.4761052631578948
336,terrorism,169,0.07798800184586986,133.0,48.0,1.0,15.0,39.0,9.0,125.0,2.552253164556962,1.2141696812504266,0.03590785907859078,0.19216901408450704,0.5358670694864048,0.225641334457425,2.3204081632653057
337,baby,169,0.07798800184586986,39.0,31.0,23.0,62.0,77.0,39.0,54.0,0.6201818181818182,0.8588323241384465,1.0091059602649006,1.0721520912547529,1.4120806451612904,1.2341897233201582,0.9062435424354243
338,memory,169,0.07798800184586986,41.0,63.0,20.0,33.0,78.0,27.0,64.0,0.6542736842105263,1.9510968119333139,0.8660130718954248,0.5122320819112628,1.4304193548387096,0.8172895157772285,1.1109618320610688
339,corruption,169,0.07798800184586986,79.0,26.0,11.0,27.0,72.0,23.0,106.0,1.3558188679245284,0.665947888589398,0.4376876876876876,0.38736908517350155,1.2038823529411764,0.6484942886812046,2.0255798319327734
340,infidelity,168,0.07752653437932626,20.0,12.0,13.0,68.0,89.0,14.0,65.0,0.34850574712643684,0.3633481759875812,0.6427238805970149,1.4519436619718311,2.1081875,0.47456983118927426,1.368611111111111
341,sex,168,0.07752653437932626,24.0,13.0,22.0,75.0,74.0,19.0,49.0,0.43314285714285716,0.40260727865290596,1.1476377952755905,1.6970149253731344,1.6660990099009902,0.6691197202954943,0.981726872246696
342,murder of a police officer,168,0.07752653437932626,95.0,38.0,37.0,14.0,51.0,11.0,113.0,1.6365909090909094,0.9642121118756632,1.5225155279503106,0.18455652173913045,0.7530779220779221,0.28608612360486424,2.089121951219512
343,sniper rifle,168,0.07752653437932626,141.0,39.0,11.0,22.0,36.0,11.0,132.0,2.5548525896414342,0.8998785916632942,0.38254593175853013,0.27042162162162164,0.45991011235955054,0.2613070105367264,2.3089846153846154
344,1980s,168,0.07752653437932626,45.0,38.0,31.0,65.0,50.0,23.0,44.0,0.8153784860557769,1.199659255473209,1.55,1.2797402597402598,0.924390243902439,0.7625152625152626,0.7940952380952381
345,revelation,167,0.07706506691278264,83.0,52.0,34.0,24.0,49.0,22.0,96.0,1.3627581227436822,1.375139146567718,1.3819018404907975,0.32485714285714284,0.7165659163987138,0.5891004202040991,1.6538181818181819
346,laboratory,166,0.07660359944623904,109.0,116.0,26.0,32.0,28.0,31.0,65.0,1.663530201342282,3.2468260262074695,0.9041994750656167,0.388096,0.336,0.7462033610854147,0.8643859649122807
347,food,166,0.07660359944623904,27.0,30.0,11.0,62.0,94.0,29.0,47.0,0.44980219780219777,0.9050061050061051,0.5043252595155708,1.1847731092436975,2.075300970873786,0.9685277287555485,0.8448853754940711
348,fugitive,166,0.07660359944623904,117.0,66.0,10.0,28.0,37.0,23.0,93.0,2.070490272373541,1.7453689167974884,0.364010989010989,0.36804624277456655,0.4993353115727003,0.5930674264007597,1.5052099644128114
349,home invasion,165,0.07614213197969544,92.0,31.0,34.0,33.0,42.0,15.0,99.0,1.6473070866141732,0.80157683586255,1.4439102564102564,0.47950159744408943,0.6283421052631579,0.41015368448706163,1.8228825910931175
350,orphan,165,0.07614213197969544,76.0,55.0,13.0,40.0,55.0,57.0,43.0,1.3142509505703424,1.5773874013310631,0.5283742331288344,0.608428093645485,0.880774647887324,1.8294017884674685,0.6606891891891892
351,swat team,165,0.07614213197969544,122.0,50.0,15.0,33.0,36.0,6.0,113.0,2.193106719367589,1.2530853761622993,0.5520833333333334,0.43884210526315787,0.48297345132743363,0.14716625427123836,1.9615419847328246
352,priest,164,0.07568066451315182,52.0,19.0,30.0,41.0,61.0,32.0,58.0,0.981311203319502,0.5648030801315472,1.5114068441064636,0.739952380952381,1.195810344827586,1.1096673885279582,1.1224851063829788
353,tied to a chair,163,0.07521919704660822,93.0,38.0,37.0,45.0,30.0,24.0,79.0,1.671794466403162,1.0049093763379477,1.5865695792880259,0.6799335548172757,0.4317721518987342,0.6745881717526331,1.3456629213483147
354,dancer,163,0.07521919704660822,22.0,19.0,7.0,58.0,97.0,24.0,46.0,0.3986294820717131,0.6092757636064723,0.34868421052631576,1.2269023255813953,2.506568181818182,0.8723590012222804,0.9216211453744493
355,kicked in the stomach,163,0.07521919704660822,132.0,57.0,15.0,30.0,26.0,29.0,84.0,2.4910207468879664,1.4692029489497844,0.5551675977653631,0.3977842565597668,0.3407723342939481,0.7629971351533537,1.3219100346020762
356,christmas,163,0.07521919704660822,37.0,20.0,12.0,69.0,74.0,36.0,46.0,0.6547704280155642,0.5945295580332077,0.5638297872340425,1.39472,1.5297818181818181,1.262891809908999,0.8435806451612903
357,creature,163,0.07521919704660822,105.0,105.0,45.0,29.0,16.0,77.0,40.0,1.5305769230769233,2.7411242603550297,1.6028225806451615,0.3399278350515464,0.18146633416458852,2.0497229326513215,0.4825464190981433
358,girl,163,0.07521919704660822,25.0,32.0,24.0,56.0,71.0,45.0,48.0,0.4119565217391304,0.9689284693002165,1.1480144404332129,1.039542857142857,1.4039478260869565,1.5909476902173914,0.8628616600790514
359,water,162,0.0747577295800646,74.0,56.0,32.0,33.0,51.0,39.0,60.0,1.2418892988929888,1.5782805429864253,1.354632587859425,0.4810384615384615,0.7889387755102042,1.1535237283319124,0.9574736842105264
360,subway,162,0.0747577295800646,88.0,48.0,20.0,29.0,52.0,22.0,95.0,1.5046015037593985,1.2776556776556776,0.7934131736526946,0.40582153846153846,0.7830993377483443,0.5997468133403178,1.6681853281853283
361,reporter,161,0.074296262113521,54.0,31.0,15.0,54.0,62.0,25.0,53.0,1.0232999999999999,0.9600635106338526,0.7123655913978494,1.0232999999999999,1.2154137931034483,0.8411454124238996,1.0001825726141078
362,song,160,0.07383479464697738,12.0,9.0,9.0,78.0,94.0,23.0,28.0,0.2264564315352697,0.3004323545307152,0.4887295081967213,2.0271085714285713,2.688754716981132,0.9050724637681159,0.5659733333333333
363,false accusation,159,0.07337332718043378,58.0,33.0,24.0,34.0,54.0,30.0,71.0,1.0722926829268293,0.9918332589919308,1.1357142857142857,0.5727111111111111,0.9823679999999999,0.9909552523008569,1.385871244635193
364,bicycle,158,0.07291185971389016,38.0,29.0,16.0,66.0,75.0,26.0,47.0,0.6672741312741313,0.8813678858454976,0.7544483985765125,1.2994285714285714,1.5364864864864864,0.8683352050911813,0.8550239999999999
365,bathroom,157,0.07245039224734656,33.0,23.0,27.0,60.0,59.0,12.0,61.0,0.6201818181818181,0.7433978719693005,1.4425403225806452,1.2692093023255813,1.2422777777777776,0.41296081997024303,1.2963925233644857
366,based on true story,157,0.07245039224734656,33.0,0.0,6.0,28.0,130.0,3.0,52.0,0.6853150684931506,0.0,0.323170731707317,0.5685,4.846229508196721,0.10904487515278505,1.18248
367,newspaper,157,0.07245039224734656,37.0,28.0,10.0,62.0,74.0,21.0,55.0,0.673104,0.8805464805464805,0.4783393501805054,1.2532266666666667,1.5800563380281691,0.7145308924485126,1.078189655172414
368,sociopath,157,0.07245039224734656,77.0,40.0,29.0,22.0,53.0,10.0,94.0,1.4120806451612904,1.1431656063235012,1.2981418918918919,0.3302178217821782,0.8861911764705882,0.28732459167241775,1.8507012987012987
369,femme fatale,157,0.07245039224734656,88.0,32.0,16.0,33.0,29.0,30.0,88.0,1.7553684210526317,0.9177526698653459,0.7066666666666666,0.5303321554770318,0.4595540069686411,0.9493767102462755,1.7553684210526317
370,punched in the chest,157,0.07245039224734656,124.0,62.0,12.0,35.0,25.0,31.0,71.0,2.389627118644068,1.69460874695774,0.4568965517241379,0.4897846153846154,0.33940298507462685,0.852803841240474,1.1173287197231834
371,henchman,157,0.07245039224734656,135.0,45.0,10.0,38.0,12.0,36.0,80.0,2.7781900452488686,1.1785449277410691,0.3829479768786127,0.5434716981132075,0.1586511627906977,1.0182065217391303,1.3182608695652174
372,birthday,156,0.07198892478080296,31.0,30.0,10.0,60.0,70.0,38.0,40.0,0.5685,0.9813319210909573,0.4925650557620817,1.246027397260274,1.5232535885167464,1.4270852125804319,0.7611715481171549
373,satire,156,0.07198892478080296,41.0,36.0,11.0,108.0,43.0,24.0,27.0,0.7488674698795181,1.1544172363070002,0.5224014336917562,2.6988131868131866,0.7917570850202429,0.8166067342268716,0.46690494296577945
374,kitchen,156,0.07198892478080296,56.0,23.0,26.0,60.0,53.0,22.0,57.0,1.0567966804979254,0.6837089917381889,1.2712177121771218,1.1513924050632913,0.9878852459016393,0.7240579710144928,1.08015
375,aerial shot,156,0.07198892478080296,111.0,58.0,26.0,25.0,31.0,40.0,74.0,1.9875118110236218,1.5388051687725954,1.0162241887905605,0.33441176470588235,0.42211976047904193,1.1139353400222967,1.1565360824742268
376,death of mother,156,0.07198892478080296,57.0,32.0,32.0,29.0,72.0,38.0,52.0,1.0166117647058823,0.9308634222919937,1.5142857142857142,0.46604946996466434,1.3643999999999998,1.2552099862477522,0.9096
377,f rated,156,0.07198892478080296,31.0,17.0,25.0,65.0,73.0,37.0,39.0,0.550734375,0.5128367928367928,1.2643129770992365,1.3316216216216217,1.5514205607476632,1.3395072463768114,0.7152096774193548
378,outer space,155,0.07152745731425934,97.0,141.0,18.0,24.0,23.0,33.0,42.0,1.569950177935943,4.845792182501043,0.6625,0.30833898305084745,0.29465915492957745,0.8657214870825456,0.5685
379,stabbing,155,0.07152745731425934,57.0,20.0,46.0,16.0,66.0,21.0,72.0,1.075668049792531,0.5859751759032336,2.4186507936507935,0.25804255319148933,1.2938275862068966,0.6861560194631927,1.448920353982301
380,interview,155,0.07152745731425934,35.0,31.0,15.0,55.0,80.0,16.0,54.0,0.6341832669322709,0.9901831501831501,0.7333948339483395,1.082857142857143,1.7662135922330098,0.5363392377885131,1.0585862068965517
381,sabotage,155,0.07152745731425934,104.0,74.0,14.0,29.0,34.0,24.0,71.0,1.9227317073170729,2.1838190794712533,0.5520833333333333,0.4108785046728972,0.4893417721518988,0.6663110162710056,1.1573763440860214
382,bodyguard,155,0.07152745731425934,118.0,44.0,6.0,38.0,31.0,11.0,92.0,2.4174054054054053,1.2107514107514108,0.23802395209580837,0.5722649006622517,0.45627184466019416,0.3026078146337166,1.6871612903225806
383,younger version of character,154,0.07106598984771574,80.0,55.0,22.0,46.0,48.0,40.0,49.0,1.3993846153846154,1.571852708694814,0.9166666666666666,0.7115918367346938,0.7476164383561644,1.2067632850241545,0.7658144329896907
384,ship,154,0.07106598984771574,96.0,41.0,10.0,26.0,49.0,46.0,53.0,1.94048,1.1926687598116168,0.4260450160771704,0.40084067796610173,0.8193088235294116,1.513939393939394,0.8994179104477612
385,second part,154,0.07106598984771574,97.0,49.0,25.0,56.0,9.0,38.0,58.0,1.8772595744680851,1.4102745311225877,1.0789902280130292,0.9227826086956522,0.12672445820433437,1.1698215518091295,0.9627153284671532
386,coming of age,153,0.07060452238117212,42.0,28.0,11.0,62.0,74.0,42.0,20.0,0.8059746835443039,0.9086117070180816,0.5438432835820894,1.2994285714285714,1.6417170731707316,1.6039258851586866,0.3511969111969112
387,cover up,153,0.07060452238117212,87.0,49.0,21.0,19.0,41.0,17.0,103.0,1.582704,1.3857905982905985,0.8805379746835442,0.27173584905660375,0.6299594594594594,0.4808197463768116,2.001897435897436
388,remake,153,0.07060452238117212,57.0,37.0,31.0,39.0,47.0,33.0,59.0,1.0538048780487803,1.1329587705527555,1.510110294117647,0.6718636363636363,0.834984375,1.1061996779388084,1.0997213114754096
389,underwear,153,0.07060452238117212,23.0,15.0,11.0,77.0,70.0,15.0,36.0,0.46698214285714285,0.5266199317923457,0.6175847457627118,2.0599764705882353,1.7986440677966102,0.5851761619190405,0.7759620853080569
390,final showdown,152,0.07014305491462852,131.0,66.0,13.0,25.0,27.0,36.0,74.0,2.472149377593361,1.7567765567765568,0.4798050139275766,0.32766570605187323,0.35593043478260866,0.96972049689441,1.1293691275167785
391,scene during opening credits,152,0.07014305491462852,70.0,35.0,16.0,52.0,49.0,19.0,66.0,1.3432911392405065,1.0480769230769231,0.7285223367697594,0.927435294117647,0.8637674418604651,0.5970964170692432,1.2455103734439832
392,walkie talkie,152,0.07014305491462852,94.0,46.0,23.0,35.0,32.0,13.0,86.0,1.8192,1.3239311924824293,0.9959150326797385,0.5414285714285715,0.49002020202020197,0.37233993762612366,1.60958024691358
393,secret,151,0.0696815874480849,31.0,28.0,27.0,43.0,63.0,24.0,65.0,0.563952,0.9014290057768319,1.4084645669291338,0.8216974789915967,1.3143302752293577,0.8452038572153612,1.368611111111111
394,gangster,151,0.0696815874480849,84.0,19.0,0.0,33.0,55.0,11.0,89.0,1.8455652173913044,0.5689560439560439,0.0,0.5817209302325581,1.0599152542372883,0.35556418219461694,2.003821782178218
395,cafe,151,0.0696815874480849,22.0,10.0,6.0,56.0,92.0,13.0,57.0,0.4275897435897436,0.33109979451442867,0.318,1.2734400000000001,2.5513170731707313,0.4841951452257411,1.3026934673366835
396,guilt,150,0.0692201199815413,27.0,22.0,32.0,29.0,71.0,10.0,63.0,0.5409515418502202,0.772375899962107,1.9099099099099097,0.5861866666666667,1.7645245901639344,0.3709313376098836,1.5001256544502617
397,photographer,150,0.0692201199815413,31.0,20.0,13.0,38.0,76.0,18.0,48.0,0.6619154929577464,0.7272370486656201,0.7456709956709957,0.8389514563106796,2.0574285714285714,0.7208541746825702,1.113795918367347
398,police officer killed,149,0.06875865251499769,90.0,33.0,30.0,12.0,35.0,11.0,97.0,1.8776146788990824,0.9774065934065935,1.4298561151079134,0.18437837837837837,0.583076923076923,0.3352120236178207,2.09078672985782
399,terrorist,149,0.06875865251499769,111.0,39.0,0.0,21.0,33.0,9.0,107.0,2.415444976076555,1.1304524656837824,0.0,0.3194247491638796,0.5229407665505227,0.26191807633160913,2.284676056338028
400,beard,148,0.06829718504845408,85.0,54.0,20.0,32.0,38.0,33.0,67.0,1.5843442622950819,1.5993926073926075,0.8576051779935274,0.49002020202020197,0.5938969072164949,1.0090334900117508,1.1630381679389314
